Fault No.,Fault Name,Level,Car Type,D1,D2,D3,D4,D5,D6,D7,D8,D9,TD,C1
BR-154,Train Line Feedback Hold-ingBrake-Apply ,1: Holding brake applied,0: No holding brake applied,,Status Data,,,,,,,,,
BR-155,Train Line Feedback HostlerOperation,1: hostler operation ,0:no hostler operation ,,Status Data,,,,,,,,,
BR-156,Train Line Feedback TowingActive,0:No towing active ,1: Towing active ,,Status Data,,,,,,,,,
BR-157,Digital input feedback leading car,1: ED active,0: No Ed Active,,Status Data,,,,,,,,,
BR-158,Digital input feedback ED active,1: Leading car,0: No leading car,,Status Data,,,,,,,,,
BR-159,Digital input feedback carcoding1,1:Carcoding1,0:No carcoding1,,Status Data,,,,,,,,,
BR-160,Digital input feedback carcoding2,1:Carcoding2,0:No carcoding2,,Status Data,,,,,,,,,
BR-161,Digital input feedback carcoding3,1:Carcoding3,0:No carcoding3,,Status Data,,,,,,,,,
BR-162,Digital input feedback TC Bogie1 & TC Bogie 2 isolated ,1:Tc1 bogie1 isolated(Tc2 bogie2 isolated),0:No Tc1 bogie isolated(Tc2 bogie1 isolated) ,,Status Data,,,,,,,,,
BR-163,T-pressure bogie1 ,10 bar/FFH,,,Status Data,,,,,,,,,
BR-164,T-pressure bogie2,11 bar/FFH,,,Status Data,,,,,,,,,
BR-165,C-pressure bogie1 ,7 bar/FFH,,,Status Data,,,,,,,,,
BR-166,C-pressure bogie2,7 bar/FFH,,,Status Data,,,,,,,,,
BR-167, ED brake achieved ,135KN/FFH ,,,Status Data,,,,,,,,,
BR-168,STV-Pressure bogied1 ,7 bar/FFH,,,Status Data,,,,,,,,,
BR-169,STV-Pressure bogied2,7 bar/FFH,,,Status Data,,,,,,,,,
BR-170,DIA_BOARD_CB07A_28 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-171,DIA_COMM_MB04C_3_CB07A_28 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-172,DIA_COMM_MB04C_4_CB07A_28 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-173,DIA_COMM_MB04C_5_CB07A_28 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-174,DIA_BOARD_MB04C_3 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-175,DIA_BOARD_CODING_MB04C_3 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-176,DIA_COMM_CB07A_28_MB04C_3,1: Event,0: No event,,Status Data,,,,,,,,,
BR-177,DIA_COMM_MB03B_4_MB04C_3 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-178,DIA_COMM_MB03B_5_MB04C_3 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-179,DIA_COMM_EB01B_6_MB04C_3 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-180,DIA_COMM_MB02B_7_MB04C_3 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-181,DIA_COMM_MB03A_8_MB04C_3 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-182,DIA_BOARD_MB03B_4 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-183,DIA_BOARD_CODING_MB03B_4 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-184,DIA_COMM_CB07A_28_MB03B_4 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-185,DIA_COMM_MB04C_3_MB03B_4 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-186,DIA_BOARD_MB03B_5 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-187,DIA_BOARD_CODING_MB03B_5 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-188,DIA_COMM_MB03B_5_MB03B_4 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-189,DIA_COMM_MB04C_3_MB03B_5 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-190,DIA_BOARD_EB01B_6 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-191,DIA_BOARD_CODING_EB01B_6 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-192,DIA_BOARD_EB02B_7 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-193,DIA_BOARD_CODING_EB02B_7 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-194,DIA_BOARD_EB03A_8 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-195,DIA_BOARD_CODING_EB03A_8 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-196,DIA_PRESSURE_UP_BG1,1: Event,0: No event,,Status Data,,,,,,,,,
BR-197,DIA_PRESSURE_DOWN_BG1,1: Event,0: No event,,Status Data,,,,,,,,,
BR-198,DIA_PRESSURE_UP_TOWING,1: Event,0: No event,,Status Data,,,,,,,,,
BR-199,DIA_PRESSURE_DOWN_TOWING,1: Event,0: No event,,Status Data,,,,,,,,,
BR-200,DIA_CV_PRESSURE_BG1,1: Event,0: No event,,Status Data,,,,,,,,,
BR-201,DIA_C_PRESSURE_BG1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-202,DIA_MR_PRESSURE ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-203,DIA_PRESSURE_TOWING,1: Event,0: No event,,Status Data,,,,,,,,,
BR-204,DIA_BP_PRESSURE_TOWING ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-205,DIA_PRESSURE_UP_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-206,DIA_PRESSURE_DOWN_BG2 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-207,DIA_CV_PRESSURE_BG2 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-208, DIA_C_PRESSURE_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-209,DIA_T_PRESSURE_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-210,DIA_R_PRESSURE_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-211,DIA_STV_PRESSURE_BG1,1: Event,0: No event,,Status Data,,,,,,,,,
BR-212,DIA_STV_PRESSURE_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-213,DIA_T_PRESSURE_BG1,1: Event,0: No event,,Status Data,,,,,,,,,
BR-214,DIA_R_PRESSURE_BG1,1: Event,0: No event,,Status Data,,,,,,,,,
BR-215,DIA_DV_HOLD_AXLE_1,1: Event,0: No event,,Status Data,,,,,,,,,
BR-216,DIA__DV_VENT_AXLE_1,1: Event,0: No event,,Status Data,,,,,,,,,
BR-217,DIA__DV_HOLD_AXLE_2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-218,DIA__DV_VENT_AXLE_2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-219,DIA__DV_HOLD_AXLE_3,1: Event,0: No event,,Status Data,,,,,,,,,
BR-220,DIA__DV_VENT_AXLE_3,1: Event,0: No event,,Status Data,,,,,,,,,
BR-221,DIA__DV_HOLD_AXLE_4,1: Event,0: No event,,Status Data,,,,,,,,,
BR-222,DIA__DV_VENT_AXLE_4,1: Event,0: No event,,Status Data,,,,,,,,,
BR-223,DIA_WSP_CUTOFF_BG1,1: Event,0: No event,,Status Data,,,,,,,,,
BR-224,DIA__WSP_CUTOFF_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-225,DIA_RELAY_MAJOR_EVENT ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-226,DIA_RELAY_MINOR_EVENT ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-227,DIA_RELAY_STANDSTILL,1: Event,0: No event,,Status Data,,,,,,,,,
BR-228,DIA_RELAY_ED_CUTOFF,1: Event,0: No event,,Status Data,,,,,,,,,
BR-229,DIA_RELAY_COMPRESSOR_ON ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-230, DIA_RELAY_OVER25KPH,1: Event,0: No event,,Status Data,,,,,,,,,
BR-231, DIA_RELAY_OVER45KPH,1: Event,0: No event,,Status Data,,,,,,,,,
BR-233,DIA_ED_ACHIEVED,1: Event,0: No event,,Status Data,,,,,,,,,
BR-234,DIA_SPEED_SENSOR_AXLE_1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-235,DIA_SPEED_SENSOR_AXLE_2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-236,DIA_SPEED_SENSOR_AXLE_3,1: Event,0: No event,,Status Data,,,,,,,,,
BR-237,DIA_SPEED_SENSOR_AXLE_4,1: Event,0: No event,,Status Data,,,,,,,,,
BR-238,DIA_SPEED_VALUE_AXLE_1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-239,DIA_SPEED_VALUE_AXLE_2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-240,DIA_SPEED_VALUE_AXLE_3,1: Event,0: No event,,Status Data,,,,,,,,,
BR-241,DIA_SPEED_VALUE_AXLE_4,1: Event,0: No event,,Status Data,,,,,,,,,
BR-242,DIA_UWR_TIMEOUT_DV_AXLE_1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-243,DIA_UWR_TIMEOUT_DV_AXLE_2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-244,DIA_UWR_TIMEOUT_DV_AXLE_3,1: Event,0: No event,,Status Data,,,,,,,,,
BR-245,DIA_UWR_TIMEOUT_DV_AXLE_4,1: Event,0: No event,,Status Data,,,,,,,,,
BR-246,DIA_TIMEOUT_DV_AXLE_1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-247,DIA_TIMEOUT_DV_AXLE_2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-248,DIA_TIMEOUT_DV_AXLE_3,1: Event,0: No event,,Status Data,,,,,,,,,
BR-249,DIA_TIMEOUT_DV_AXLE_4,1: Event,0: No event,,Status Data,,,,,,,,,
BR-250,DIA_ALL_SPEEDS_MB03B_5 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-251,DIA_DCL_OFFSET_BG1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-252,DIA_DCL_OFFSET_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-253,DIA_DCL_DIFFERENCE_BG1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-254,DIA_DCL_DIFFERENCE_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-255,DIA_DCL_CONFIG_BG1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-256,DIA_DCL_CONFIG_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-257,DIA_EMERG_VALVE_BG1,1: Event,0: No event,,Status Data,,,,,,,,,
BR-258,DIA_EMERG_VALVE_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-259,DIA_LOAD_BG1,1: Event,0: No event,,Status Data,,,,,,,,,
BR-260,DIA_LOAD_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-261, DIA_LOW_R_PRESSURE_BG1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-262, DIA_LOW_R_PRESSURE_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-263,DIA_BRAKE_NOT_RELEASED_BG1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-264,DIA_BRAKE_NOT_RELEASED_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-265,DIA_HOLDING_BRAKE_AT_SPEED ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-266, DIA_WSP_TEST_ABORTED ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-267,DIA_BRAKING_DRIVING,1: Event,0: No event,,Status Data,,,,,,,,,
BR-268,DIA_CAR_TYPE ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-269,DIA_PWM_BRAKE_DEMAND ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-270,DIA_RS485_INIT ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-271,DIA_RS485_SEND ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-272,DIA_RS485_RECEIVE,1: Event,0: No event,,Status Data,,,,,,,,,
BR-273,DIA_LOW_MR_PRESSURE,1: Event,0: No event,,Status Data,,,,,,,,,
BR-274,DIA_COMPRESSOR ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-275,DIA_RTC_BATTERY_LOW,1: Event,0: No event,,Status Data,,,,,,,,,
BR-276,DIA_TOWING_MODULE_MALFUNCTION ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-277,DIA_PWM_INCONSISENT ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-228,DIA_RELAY_ED_CUTOFF,1: Event,0: No event,,Status Data,,,,,,,,,
BR-229,DIA_RELAY_COMPRESSOR_ON ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-230, DIA_RELAY_OVER25KPH,1: Event,0: No event,,Status Data,,,,,,,,,
BR-231, DIA_RELAY_OVER45KPH,1: Event,0: No event,,Status Data,,,,,,,,,
BR-233,DIA_ED_ACHIEVED,1: Event,0: No event,,Status Data,,,,,,,,,
BR-234,DIA_SPEED_SENSOR_AXLE_1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-235,DIA_SPEED_SENSOR_AXLE_2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-236,DIA_SPEED_SENSOR_AXLE_3,1: Event,0: No event,,Status Data,,,,,,,,,
BR-237,DIA_SPEED_SENSOR_AXLE_4,1: Event,0: No event,,Status Data,,,,,,,,,
BR-238,DIA_SPEED_VALUE_AXLE_1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-239,DIA_SPEED_VALUE_AXLE_2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-240,DIA_SPEED_VALUE_AXLE_3,1: Event,0: No event,,Status Data,,,,,,,,,
BR-241,DIA_SPEED_VALUE_AXLE_4,1: Event,0: No event,,Status Data,,,,,,,,,
BR-242,DIA_UWR_TIMEOUT_DV_AXLE_1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-243,DIA_UWR_TIMEOUT_DV_AXLE_2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-244,DIA_UWR_TIMEOUT_DV_AXLE_3,1: Event,0: No event,,Status Data,,,,,,,,,
BR-245,DIA_UWR_TIMEOUT_DV_AXLE_4,1: Event,0: No event,,Status Data,,,,,,,,,
BR-246,DIA_TIMEOUT_DV_AXLE_1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-247,DIA_TIMEOUT_DV_AXLE_2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-248,DIA_TIMEOUT_DV_AXLE_3,1: Event,0: No event,,Status Data,,,,,,,,,
BR-249,DIA_TIMEOUT_DV_AXLE_4,1: Event,0: No event,,Status Data,,,,,,,,,
BR-250,DIA_ALL_SPEEDS_MB03B_5 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-251,DIA_DCL_OFFSET_BG1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-252,DIA_DCL_OFFSET_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-253,DIA_DCL_DIFFERENCE_BG1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-254,DIA_DCL_DIFFERENCE_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-255,DIA_DCL_CONFIG_BG1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-256,DIA_DCL_CONFIG_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-257,DIA_EMERG_VALVE_BG1,1: Event,0: No event,,Status Data,,,,,,,,,
BR-258,DIA_EMERG_VALVE_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-259,DIA_LOAD_BG1,1: Event,0: No event,,Status Data,,,,,,,,,
BR-260,DIA_LOAD_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-261, DIA_LOW_R_PRESSURE_BG1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-262, DIA_LOW_R_PRESSURE_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-263,DIA_BRAKE_NOT_RELEASED_BG1 ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-264,DIA_BRAKE_NOT_RELEASED_BG2,1: Event,0: No event,,Status Data,,,,,,,,,
BR-265,DIA_HOLDING_BRAKE_AT_SPEED ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-266, DIA_WSP_TEST_ABORTED ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-267,DIA_BRAKING_DRIVING,1: Event,0: No event,,Status Data,,,,,,,,,
BR-268,DIA_CAR_TYPE ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-269,DIA_PWM_BRAKE_DEMAND ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-270,DIA_RS485_INIT ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-271,DIA_RS485_SEND ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-272,DIA_RS485_RECEIVE,1: Event,0: No event,,Status Data,,,,,,,,,
BR-273,DIA_LOW_MR_PRESSURE,1: Event,0: No event,,Status Data,,,,,,,,,
BR-274,DIA_COMPRESSOR ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-275,DIA_RTC_BATTERY_LOW,1: Event,0: No event,,Status Data,,,,,,,,,
BR-276,DIA_TOWING_MODULE_MALFUNCTION ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-277,DIA_PWM_INCONSISENT ,1: Event,0: No event,,Status Data,,,,,,,,,
BR-400,EBCU ATO valid ,1: Valid,0: Invalid,,Status Data Request ,,,,,,,,,
BR-401,EBCU Powering/Brake command valid,1: Valid,0: Invalid,,Status Data Request ,,,,,,,,,
BR-402,EBCU Powering/Brake command,7.5~45%/00H-77F,,,Status Data Request ,,,,,,,,,
BR-406,EBCU ATO mode ,1: ATO mode,0:Other mode ,,Status Data Request ,,,,,,,,,
BR-408,Powering/Brake command complement data ,7.5~45%/00H-77F,,,Status Data Request ,,,,,,,,,
BR-409,EBCU ED brake OK MW1 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-410,EBCU ED brake OK Mp1 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-411,EBCU ED brake OK HMp car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-412,EBCU ED brake OK MW2 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-413,EBCU ED brake OK Mp2 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-414,WBCU ED brake slide Mp1 car ,1: Detected,0: Not detected,,Status Data Request ,,,,,,,,,
BR-415,WBCU ED brake slide MW1 car ,1: Detected,0: Not detected,,Status Data Request ,,,,,,,,,
BR-416,WBCU ED brake slide HMp car ,1: Detected,0: Not detected,,Status Data Request ,,,,,,,,,
BR-417,WBCU ED brake slide MW2 car ,1: Detected,0: Not detected,,Status Data Request ,,,,,,,,,
BR-418,WBCU ED brake slide Mp2 car ,1: Detected,0: Not detected,,Status Data Request ,,,,,,,,,
BR-419,EBCU ED brake fade Mp1 car,1: Fade-out ,0:Not fade-out ,,Status Data Request ,,,,,,,,,
BR-420,EBCU ED brake fade MW1 car,1: Fade-out ,0:Not fade-out ,,Status Data Request ,,,,,,,,,
BR-421,EBCU ED brake fade HMp car,1: Fade-out ,0:Not fade-out ,,Status Data Request ,,,,,,,,,
BR-422,EBCU ED brake fade MW2 car,1: Fade-out ,0:Not fade-out ,,Status Data Request ,,,,,,,,,
BR-423,EBCU ED brake fade Mp2 car,1: Fade-out ,0:Not fade-out ,,Status Data Request ,,,,,,,,,
BR-424,EBCU Bogie1 isolated Tc1 car ,1: Fade-out ,0:Not fade-out ,,Status Data Request ,,,,,,,,,
BR-425,EBCU Bogie1 isolated Mp1 car,1: Isolated,0: Not isolated,,Status Data Request ,,,,,,,,,
BR-426,EBCU Bogie1 isolated MW1 car,1: Isolated,0: Not isolated,,Status Data Request ,,,,,,,,,
BR-427,EBCU Bogie1 isolated HMp car,1: Isolated,0: Not isolated,,Status Data Request ,,,,,,,,,
BR-428,EBCU Bogie1 isolated HT car,1: Isolated,0: Not isolated,,Status Data Request ,,,,,,,,,
BR-429,EBCU Bogie1 isolated MW2 car,1: Isolated,0: Not isolated,,Status Data Request ,,,,,,,,,
BR-430,EBCU Bogie1 isolated Mp2 car,1: Isolated,0: Not isolated,,Status Data Request ,,,,,,,,,
BR-431,EBCU Bogie1 isolated Tc2 car ,1: Isolated,0: Not isolated,,Status Data Request ,,,,,,,,,
BR-432,EBCU Bogie2 isolated Tc1 car ,1: Isolated,0: Not isolated,,Status Data Request ,,,,,,,,,
BR-433,EBCU Bogie2 isolated Mp1 car,1: Isolated,0: Not isolated,,Status Data Request ,,,,,,,,,
BR-434,EBCU Bogie2 isolated MW1 car,1: Isolated,0: Not isolated,,Status Data Request ,,,,,,,,,
BR-435,EBCU Bogie2 isolated HMp car,1: Isolated,0: Not isolated,,Status Data Request ,,,,,,,,,
BR-436,EBCU Bogie2 isolated HT car,1: Isolated,0: Not isolated,,Status Data Request ,,,,,,,,,
BR-437,EBCU Bogie2 isolated MW2 car,1: Isolated,0: Not isolated,,Status Data Request ,,,,,,,,,
BR-438,EBCU Bogie2 isolated Mp2 car,1: Isolated,0: Not isolated,,Status Data Request ,,,,,,,,,
BR-439,EBCU Bogie2 isolated Tc2 car ,1: Isolated,0: Not isolated,,Status Data Request ,,,,,,,,,
BR-440,EBCU EP brake OK bogie1 Tc1 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-441,EBCU EP brake OK bogie1 Mp1 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-442,EBCU EP brake OK bogie1 MW1 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-443,EBCU EP brake OK bogie1 HMp car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-444,EBCU EP brake OK bogie1 HT car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-445,EBCU EP brake OK bogie1 MW2 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-446,EBCU EP brake OK bogie1 Mp2 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-447,EBCU EP brake OK bogie1 Tc2 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-448,EBCU EP brake OK bogie2 Tc1 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-449,EBCU EP brake OK bogie2 Mp1 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-450,EBCU EP brake OK bogie2 MW1 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-451,EBCU EP brake OK bogie2 HMp car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-452,EBCU EP brake OK bogie2 HT car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-453,EBCU EP brake OK bogie2 MW2 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-454,EBCU EP brake OK bogie2 Mp2 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-455,EBCU EP brake OK bogie2 Tc2 car,1: OK,0: NG,,Status Data Request ,,,,,,,,,
BR-456,EBCU TMS Fault Tc1 car ,1: Fault,0: Normal,,Status Data Request ,,,,,,,,,
BR-457,EBCU TMS Fault Mp1 car ,1: Fault,0: Normal,,Status Data Request ,,,,,,,,,
BR-458,EBCU TMS Fault MW1 car ,1: Fault,0: Normal,,Status Data Request ,,,,,,,,,
BR-459,EBCU TMS Fault HMp car ,1: Fault,0: Normal,,Status Data Request ,,,,,,,,,
BR-460,EBCU TMS Fault HT car ,1: Fault,0: Normal,,Status Data Request ,,,,,,,,,
BR-461,EBCU TMS Fault MW2 car ,1: Fault,0: Normal,,Status Data Request ,,,,,,,,,
BR-462,EBCU TMS Fault Mp2 car ,1: Fault,0: Normal,,Status Data Request ,,,,,,,,,
BR-463,EBCU TMS Fault Tc2 car ,1: Fault,0: Normal,,Status Data Request ,,,,,,,,,
BR-464,EBCU car load of Tc1 car valid,1: Valid,0: Invalid,,Status Data Request ,,,,,,,,,
BR-465,EBCU car load of Mp1 car valid,1: Valid,0: Invalid,,Status Data Request ,,,,,,,,,
BR-466,EBCU car load of MW1 car valid,1: Valid,0: Invalid,,Status Data Request ,,,,,,,,,
BR-467,EBCU car load of HMp car valid,1: Valid,0: Invalid,,Status Data Request ,,,,,,,,,
BR-468,EBCU car load of HT car valid,1: Valid,0: Invalid,,Status Data Request ,,,,,,,,,
BR-469,EBCU car load of MW2 car valid,1: Valid,0: Invalid,,Status Data Request ,,,,,,,,,
BR-470,EBCU car load of Mp2 car valid,1: Valid,0: Invalid,,Status Data Request ,,,,,,,,,
BR-471,EBCU car load of Tc2 car valid,1: Valid,0: Invalid,,Status Data Request ,,,,,,,,,
BR-472,EBCU car load of Tc1 car,15?V 85t/FFH,,,Status Data Request ,,,,,,,,,
BR-473,EBCU car load of Mp1 car,15?V 86t/FFH,,,Status Data Request ,,,,,,,,,
BR-474,EBCU car load of MW1 car,15?V 87t/FFH,,,Status Data Request ,,,,,,,,,
BR-475,EBCU car load of HMp car,15?V 88t/FFH,,,Status Data Request ,,,,,,,,,
BR-476,EBCU car load of HT car,15?V 89t/FFH,,,Status Data Request ,,,,,,,,,
BR-477,EBCU car load of MW2 car,15?V 90t/FFH,,,Status Data Request ,,,,,,,,,
BR-478,EBCU car load of Mp2 car,15?V 91t/FFH,,,Status Data Request ,,,,,,,,,
BR-479,EBCU car load of Tc2 car,15?V 92t/FFH,,,Status Data Request ,,,,,,,,,
BR-480,EBCU ED brake force achieved Mp1 car, 135kN / FFH ,,,Status Data Request ,,,,,,,,,
BR-481,EBCU ED brake force achieved MW1 car, 135kN / FFH ,,,Status Data Request ,,,,,,,,,
BR-482,EBCU ED brake force achieved HMp car, 135kN / FFH ,,,Status Data Request ,,,,,,,,,
BR-483,EBCU ED brake force achieved MW2 car, 135kN / FFH ,,,Status Data Request ,,,,,,,,,
BR-484,EBCU ED brake force achieved Mp2 car, 135kN / FFH ,,,Status Data Request ,,,,,,,,,
BR-485,Life sign counter ,FFH,,,Status Data Request ,,,,,,,,,
BR-500,EBCU Feedback ,1:Un-match ,0:Match ,,Internal Software Data ,,,,,,,,,
BR-501,PB release status (MR/BP Over (MR/BP Over J44.5bar),1:PB release ,0:PB not release ,,Internal Software Data ,,,,,,,,,
BR-502,PB working status (MR/BP Over (MR/BP Under 2.5bar),1:PB working,0:PB not working ,,Internal Software Data ,,,,,,,,,
BR-901,EBCU inconsist PWM command between TMS and EBCU ,1:inconsist,0:not inconsist,,Internal Software Data ,,,,,,,,,
BR-902,There is more than 3 Bogie that BC pressure is not action ,1:more than 3 ,,,Internal Software Data ,,,,,,,,,
BR-903,Train EB not aplly ,1:Train EB not appply ,,,Internal Software Data ,,,,,,,,,
BR-906,Rescue mode ,0:not rescue mode ,1:rescue mode ,,Internal Software Data ,,,,,,,,,
BR-916,EBCU No major fault in a train ,1:no major fault,0:major fault ,,Internal Software Data ,,,,,,,,,
